       JobID    UID    JobName  Partition   NNodes        NodeList      State                 End 
------------ ------ ---------- ---------- -------- --------------- ---------- ------------------- 
195916       17668410 TrainVGGF+        dmb        1         ctit092  CANCELLED 2023-02-08T16:00:04 
195940       17715157 matlab_ma+       main        0          (null)  CANCELLED 2023-02-08T16:00:28 
195835       17700340 mcmc.sbat+       main        1         ctit084  COMPLETED 2023-02-08T16:00:28 
195834       17700340 mcmc.sbat+       main        1         ctit080  COMPLETED 2023-02-08T16:02:46 
195938       17663938 korenvlie+        mia        1         ctit090  CANCELLED 2023-02-08T16:10:22 
195936       17664201 runWGAN51+        dmb        1         ctit085  CANCELLED 2023-02-08T16:13:11 
195943       17663938 korenvlie+        mia        1         ctit090  COMPLETED 2023-02-08T16:13:45 
195944       17715157 match_com+        dmb        1         ctit092  COMPLETED 2023-02-08T16:16:15 
195945       17664201 runWGAN51+        dmb        1         ctit085  CANCELLED 2023-02-08T16:16:17 
195948       17664201 runWGAN51+        dmb        1         ctit085  COMPLETED 2023-02-08T16:16:40 
195949       17664201 runWGAN51+        dmb        1         ctit085  COMPLETED 2023-02-08T16:17:46 
195950       17715157 match_com+        dmb        1         ctit092  COMPLETED 2023-02-08T16:18:12 
195952       17664201 runWGAN51+        dmb        1         ctit085  COMPLETED 2023-02-08T16:21:35 
195953       17715157 match_com+        dmb        1         ctit092  COMPLETED 2023-02-08T16:21:50 
195955       17715157 match_com+        dmb        1         ctit092  COMPLETED 2023-02-08T16:23:11 
195954       17664201 runWGAN51+        dmb        1         ctit085  CANCELLED 2023-02-08T16:23:12 
195951       17663938 korenvlie+        mia        1         ctit090  CANCELLED 2023-02-08T16:30:43 
195957       17664201 runWGAN51+        dmb        1         ctit085  CANCELLED 2023-02-08T16:31:15 
195958       17663938 korenvlie+        mia        1         ctit090  CANCELLED 2023-02-08T16:34:23 
195929       17667321       test        dmb        1         ctit092  CANCELLED 2023-02-08T16:43:54 
195961       17663938 korenvlie+        mia        1         ctit090  CANCELLED 2023-02-08T16:43:59 
195962       17667321       test        dmb        1         ctit092  COMPLETED 2023-02-08T16:45:11 
195963       17663938 korenvlie+        mia        1         ctit090  CANCELLED 2023-02-08T16:47:16 
195964       17667321       test        dmb        1         ctit092  COMPLETED 2023-02-08T16:49:54 
195968       17667321       test        dmb        1         ctit092  COMPLETED 2023-02-08T16:54:27 
195959       17664201 runWGAN51+        dmb        1         ctit085  CANCELLED 2023-02-08T16:58:05 
195840       22663341   Training       main        1         ctit086  COMPLETED 2023-02-08T16:58:29 
195969       17667321       test        dmb        1         ctit092  COMPLETED 2023-02-08T17:02:06 
195966       17700794 gen_meshes        mia        1         ctit090  COMPLETED 2023-02-08T17:03:23 
195965       17700794 gen_meshes        mia        1         ctit090  COMPLETED 2023-02-08T17:03:24 
195942       17700794 DIF-occ-TV        mia        1         ctit091  COMPLETED 2023-02-08T17:07:31 
195941       17700794 DIF-occ-TV        mia        1         ctit091  COMPLETED 2023-02-08T17:07:50 
195971       17700794 gen_meshes        mia        1         ctit090  COMPLETED 2023-02-08T17:11:07 
195972       17700794 gen_meshes        mia        1         ctit090  COMPLETED 2023-02-08T17:11:16 
195960       17668410 TrainVGGF+        dmb        1         ctit084  COMPLETED 2023-02-08T17:20:51 
195973       17700794 gen_meshes        mia        1         ctit090  COMPLETED 2023-02-08T17:24:42 
195974       17700794 gen_meshes        mia        1         ctit090  COMPLETED 2023-02-08T17:24:48 
195975       17641643   gpu-burn      debug        1         ctit094  COMPLETED 2023-02-08T17:30:15 
195956       17715157 match_com+        dmb        1         ctit092  CANCELLED 2023-02-08T17:50:43 
195939       17668410 TrainVGGF+        dmb        1         ctit084  CANCELLED 2023-02-08T17:52:17 
195970       17664201 runWGAN51+        dmb        1         ctit085  COMPLETED 2023-02-08T17:59:35 
195977       17664201 runWGAN51+        dmb        1         ctit085  COMPLETED 2023-02-08T18:40:14 
195978       17664201 runWGAN51+        dmb        1         ctit085  COMPLETED 2023-02-08T18:41:46 
195979       17664201 runWGAN51+        dmb        1         ctit085  COMPLETED 2023-02-08T18:43:07 
195839       22663341   Training       main        1         ctit088  COMPLETED 2023-02-08T19:00:46 
195980       17700794 gen_meshes        mia        1         ctit090  COMPLETED 2023-02-08T19:10:05 
195888       17700313 ml_traini+       main        1         ctit086  COMPLETED 2023-02-08T19:17:07 
195937       17666991  caeSingle        dmb        1         ctit084  COMPLETED 2023-02-08T19:21:17 
195981       22663341   Training       main        0          (null)  CANCELLED 2023-02-08T19:32:30 
195886       17700313 ml_traini+       main        1        weleveld  COMPLETED 2023-02-08T20:11:01 
195837       22663341   Training       main        1         ctit082  COMPLETED 2023-02-08T20:26:49 
195838       22663341   Training       main        1         ctit082  COMPLETED 2023-02-08T20:26:51 
195984       17664201 runWGAN51+        dmb        1         ctit085  COMPLETED 2023-02-08T20:45:25 
195985       17664201 runWGAN51+        dmb        1         ctit085  COMPLETED 2023-02-08T20:49:24 
195983       17700794 DIF-occ-TV        mia        1         ctit091  COMPLETED 2023-02-08T20:53:17 
195982       17700794 DIF-occ-TV        mia        1         ctit091  COMPLETED 2023-02-08T20:53:51 
195986       22663341   Training       main        1         ctit084  CANCELLED 2023-02-08T21:05:23 
195987       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T21:08:11 
195988       22663341   Training       main        1         ctit084  CANCELLED 2023-02-08T21:08:47 
195989       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T21:12:11 
195990       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T21:13:55 
195991       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T21:15:27 
195992       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T21:17:30 
195993       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T21:19:21 
195994       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T21:27:05 
195995       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T21:30:23 
195996       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T21:32:33 
195998       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T21:33:34 
195999       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T21:34:34 
195889       17700313 ml_traini+       main        1         ctit081  COMPLETED 2023-02-08T21:37:47 
196000       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T21:37:55 
196001       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T21:44:16 
196002       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T22:33:31 
196003       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T22:35:22 
196004       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T22:37:48 
196005       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T22:40:09 
196006       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T22:42:29 
196007       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T22:43:49 
196008       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T22:52:03 
196010       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T22:55:25 
196009       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T22:57:02 
196011       17668390 run.sbatch       main        1         ctit080  COMPLETED 2023-02-08T23:03:40 
195967       17663938 korenvlie+        mia        1         ctit090    TIMEOUT 2023-02-08T23:22:06 
196012       17700777 cpujob.sb+       r930        1         caserta  CANCELLED 2023-02-08T23:25:23 
196013       17700777 cpujob.sb+       r930        1         caserta  CANCELLED 2023-02-08T23:25:26 
195946       17700340 mcmc.sbat+       main        1         ctit080  COMPLETED 2023-02-08T23:31:53 
195947       17700340 mcmc.sbat+       main        1         ctit082  COMPLETED 2023-02-08T23:49:05 
195841       22663341   Training       main        1         ctit080  COMPLETED 2023-02-09T00:43:03 
195857       22663341   Training       main        1         ctit084  COMPLETED 2023-02-09T02:03:25 
195976       17715157 match_com+        dmb        1         ctit084  COMPLETED 2023-02-09T03:04:14 
196016       17700794 gen_meshes        mia        1         ctit090  CANCELLED 2023-02-09T08:01:44 
196018       17700794 DIF-occ-TV        mia        1         ctit091  CANCELLED 2023-02-09T08:01:51 
196019       17700794 DIF-occ-TV        mia        1         ctit091  CANCELLED 2023-02-09T08:01:53 
196017       17700794 gen_meshes        mia        1         ctit090  COMPLETED 2023-02-09T08:03:04 
196020       17700794 DIF-occ-TV        mia        1         ctit091  COMPLETED 2023-02-09T09:09:24 
196021       17700794 DIF-occ-TV        mia        1         ctit091  COMPLETED 2023-02-09T09:09:55 
196014       17700777 cpujob.sb+       r930        1         caserta  COMPLETED 2023-02-09T09:27:11 
196015       17700777 cpujob.sb+       r930        1         caserta  COMPLETED 2023-02-09T09:27:39 
196023       17663938 korenvlie+        mia        1         ctit090  CANCELLED 2023-02-09T09:42:10 
196025       17663938 korenvlie+        mia        1         ctit090  CANCELLED 2023-02-09T09:53:36 
196026       17663938 korenvlie+        mia        1         ctit090  COMPLETED 2023-02-09T10:01:36 
196024       17663938 korenvlie+        mia        1         ctit090  CANCELLED 2023-02-09T10:04:15 
195914       17668410 TrainVGGF+        dmb        1         ctit092  COMPLETED 2023-02-09T11:35:02 
195364       17666579 trainKera+ gpu_rtx-6+        1         ctit084  CANCELLED 2023-02-09T11:59:53 
196032       17700794 gen_meshes        mia        1         ctit090  COMPLETED 2023-02-09T12:19:51 
196033       17700794 gen_meshes        mia        1         ctit090  COMPLETED 2023-02-09T12:19:52 
196030       17668410 train_cla+        dmb        1         ctit092  COMPLETED 2023-02-09T12:43:40 
196036       23105989   VICE-GAN       main        1         ctit084  COMPLETED 2023-02-09T13:02:11 
196037       17668410 TrainVGGF+        dmb        1         ctit092  COMPLETED 2023-02-09T13:29:14 
196038       17668410 TrainVGGF+        dmb        1         ctit092  COMPLETED 2023-02-09T13:35:48 
196034       17700794 DIF-occ-TV        mia        1         ctit091  COMPLETED 2023-02-09T13:36:32 
196035       17700794 DIF-occ-TV        mia        1         ctit091  COMPLETED 2023-02-09T13:36:47 
196039       17668410 TrainVGGF+        dmb        1         ctit092  COMPLETED 2023-02-09T13:38:41 
196040       17668410 TrainVGGF+        dmb        1         ctit092  COMPLETED 2023-02-09T13:45:06 
196041       17668410 TrainVGGF+        dmb        1         ctit092  COMPLETED 2023-02-09T13:45:21 
196042       17664201 runWGAN51+        dmb        1         ctit084  CANCELLED 2023-02-09T13:45:57 
196043       17664201 runWGAN51+        dmb        1         ctit084  COMPLETED 2023-02-09T13:47:11 
195997       17700313 ml_traini+       main        1        weleveld  COMPLETED 2023-02-09T13:52:07 
196044       17668410 TrainVGGF+        dmb        1         ctit092  COMPLETED 2023-02-09T13:52:17 
196048       17700794 gen_meshes        mia        1         ctit090  CANCELLED 2023-02-09T14:00:43 
196047       17700794 gen_meshes        mia        1         ctit090  CANCELLED 2023-02-09T14:00:44 
196049       17664201 runWGAN51+        dmb        1         ctit084  COMPLETED 2023-02-09T14:01:21 
196051       17664201 runWGAN51+        dmb        1         ctit084  COMPLETED 2023-02-09T14:02:06 
196053       17664201 runWGAN51+        dmb        1         ctit085  COMPLETED 2023-02-09T14:07:53 
196054       17664201 runWGAN51+        dmb        1         ctit085     FAILED 2023-02-09T14:13:20 
196055       17664201 runWGAN51+        dmb        1         ctit085  COMPLETED 2023-02-09T14:15:01 
196056       17664201 runWGAN51+        dmb        1         ctit085  COMPLETED 2023-02-09T14:18:00 
196057       17664201 runWGAN51+        dmb        1         ctit085  COMPLETED 2023-02-09T14:34:58 
196058       17664201 runWGAN51+        dmb        1         ctit085  COMPLETED 2023-02-09T14:39:20 
196059       17664201 runWGAN51+        dmb        1         ctit085  COMPLETED 2023-02-09T14:40:21 
196060       17664201 runWGAN51+        dmb        1         ctit085  COMPLETED 2023-02-09T14:41:13 
196061       17664201 runWGAN51+        dmb        1         ctit085  COMPLETED 2023-02-09T14:42:33 
196063       17664201 runWGAN51+        dmb        1         ctit085     FAILED 2023-02-09T14:50:52 
196064       17664201 runWGAN51+        dmb        1         ctit085  COMPLETED 2023-02-09T14:52:03 
196065       17664201 runWGAN51+        dmb        1         ctit085  COMPLETED 2023-02-09T14:52:58 
196066       17664201 runWGAN51+        dmb        0          (null)  CANCELLED 2023-02-09T14:55:20 
196067       17664201 runWGAN51+       main        1         ctit086  CANCELLED 2023-02-09T14:57:39 
196050       17700794 DIF-occ-TV        mia        1         ctit091  COMPLETED 2023-02-09T15:00:33 
196052       17668410 TrainVGGF+        dmb        1         ctit084  COMPLETED 2023-02-09T15:06:37 
196070       17668410 TrainVGGF+        dmb        1         ctit084  CANCELLED 2023-02-09T15:12:15 
196069       17664201 runWGAN51+       main        1         ctit086  CANCELLED 2023-02-09T15:12:39 
196068       17664201 runWGAN51+       main        1         ctit086  CANCELLED 2023-02-09T15:12:45 
196072       17664201 runWGAN51+       main        1         ctit086  CANCELLED 2023-02-09T15:14:34 
196073       17664201 runWGAN51+       main        1         ctit086  CANCELLED 2023-02-09T15:16:54 
196076       17664201 runWGAN51+       main        1         ctit086  COMPLETED 2023-02-09T15:18:25 
196075       17664201 runWGAN51+       main        1         ctit086  CANCELLED 2023-02-09T15:18:31 
196078       17664201 runWGAN51+       main        1         ctit086  COMPLETED 2023-02-09T15:22:29 
196077       17664201 runWGAN51+       main        1         ctit086  CANCELLED 2023-02-09T15:22:32 
196079       17664201 runWGAN51+       main        1         ctit086  COMPLETED 2023-02-09T15:23:09 
196080       17664201 runWGAN51+       main        1         ctit086  COMPLETED 2023-02-09T15:29:12 
196083       17664201 runWGAN51+       main        1         ctit086  CANCELLED 2023-02-09T15:31:40 
196062       17668410 TrainVGGF+        dmb        1         ctit085  COMPLETED 2023-02-09T15:35:26 
196081       17664201 runWGAN51+       main        1         ctit086  CANCELLED 2023-02-09T15:39:56 
196082       17700794 gen_meshes        mia        1         ctit090  COMPLETED 2023-02-09T15:42:29 
196086       17664201 runWGAN51+       main        1         ctit086  COMPLETED 2023-02-09T15:53:32 
196028       17700313 ml_traini+       main        1         ctit084  COMPLETED 2023-02-09T15:59:49 
196087       17664201 runWGAN51+       main        1         ctit084  COMPLETED 2023-02-09T16:00:45 
196089       17667040 msls_vgg1+ gpu_rtx-6+        1         ctit084     FAILED 2023-02-09T16:06:34 
196088       17667040 msls_vgg1+ gpu_rtx-6+        1         ctit084     FAILED 2023-02-09T16:06:34 
196090       17667040 msls_vgg1+ gpu_rtx-6+        1         ctit084     FAILED 2023-02-09T16:06:41 
196074       17668410 TrainVGGF+        dmb        1         ctit084  COMPLETED 2023-02-09T16:18:23 
196091       17668410 TrainVGGF+        dmb        1         ctit084  CANCELLED 2023-02-09T16:23:47 
196084       17664201 runWGAN51+       main        1         ctit086  CANCELLED 2023-02-09T16:26:50 
196097       17664201 runWGAN51+       main        1         ctit081  COMPLETED 2023-02-09T16:28:38 
196098       17664201 runWGAN51+       main        1         ctit081  CANCELLED 2023-02-09T16:28:54 
196099       17664201 runWGAN51+       main        1         ctit081  COMPLETED 2023-02-09T16:29:33 
196100       17664201 runWGAN51+       main        1         ctit081  COMPLETED 2023-02-09T16:31:38 
195682       17664201 runWGAN51+        dmb        1         ctit085  CANCELLED 2023-02-09T16:33:20 
196085       17668410 TrainVGGF+        dmb        1         ctit085  COMPLETED 2023-02-09T16:41:51 
196101       17664201 runWGAN51+       main        1         ctit080  CANCELLED 2023-02-09T16:42:40 
196103       17664201 runWGAN51+       main        1         ctit081  COMPLETED 2023-02-09T16:43:16 
196094       17667040 msls_vgg1+ gpu_rtx-6+        1         ctit084     FAILED 2023-02-09T16:44:29 
196045       17715157 match_com+        dmb        1         ctit092  CANCELLED 2023-02-09T16:48:02 
196046       17715157 match_com+        dmb        1         ctit092  CANCELLED 2023-02-09T16:48:04 
196104       17664201 runWGAN51+       main        1         ctit080  CANCELLED 2023-02-09T16:50:07 
196102       17715157 match_com+        dmb        1         ctit085  CANCELLED 2023-02-09T17:15:48 
196109       17667040 msls_vgg1+        dmb        0          (null)  CANCELLED 2023-02-09T17:23:23 
196110       17667040 msls_vgg1+ ram_b3care        0          (null)  CANCELLED 2023-02-09T17:24:27 
196095       17668410 TrainVGGF+        dmb        1         ctit085  COMPLETED 2023-02-09T17:24:33 
196111       17667040 msls_vgg1+       main        0          (null)     FAILED 2023-02-09T17:25:10 
196112       17667040 msls_vgg1+       main        1         ctit086  CANCELLED 2023-02-09T17:26:07 
196092       17667040 msls_vgg1+ gpu_rtx-6+        1         ctit084  CANCELLED 2023-02-09T17:32:18 
195856       17704936    adabreg        mia        1         ctit093  COMPLETED 2023-02-09T17:43:43 
